sampler,dataset,max_trials,f1,f1_ratio
RandomSampler,D5,100,77.90304,0.9895528132561876
QMCSampler,D3,5,46.41658,0.784213540760314
QMCSampler,D3,10,54.50486,0.9208659761069258
QMCSampler,D3,15,56.49980000000001,0.9545707204246758
QMCSampler,D3,20,57.47772,0.9710927930500248
QMCSampler,D3,25,58.21976,0.9836296455235544
QMCSampler,D3,30,58.36684,0.9861145793031442
QMCSampler,D3,35,58.36684,0.9861145793031442
QMCSampler,D3,40,58.47655999999999,0.9879683115189216
QMCSampler,D3,45,58.47655999999999,0.9879683115189216
QMCSampler,D3,50,58.49592,0.9882954009802548
QMCSampler,D3,55,58.49592,0.9882954009802548
QMCSampler,D3,60,58.49592,0.9882954009802548
QMCSampler,D3,65,58.49592,0.9882954009802548
QMCSampler,D3,70,58.49592,0.9882954009802548
QMCSampler,D3,75,58.49592,0.9882954009802548
QMCSampler,D3,80,58.49592,0.9882954009802548
QMCSampler,D3,85,58.49592,0.9882954009802548
QMCSampler,D3,90,58.49592,0.9882954009802548
QMCSampler,D3,95,58.49592,0.9882954009802548
QMCSampler,D3,100,58.49592,0.9882954009802548
TPESampler,D6,5,41.0309,0.680972360065988
TPESampler,D6,10,44.54964,0.739371388170626
TPESampler,D6,15,51.54204,0.8554212708328492
TPESampler,D6,20,52.5203,0.8716570351216695
TPESampler,D6,25,53.69642,0.8911765975032115
TPESampler,D6,30,53.69642,0.8911765975032115
TPESampler,D6,35,54.1083,0.8980123943213163
TPESampler,D6,40,55.0835,0.9141973730942984
TPESampler,D6,45,55.37834,0.9190907069144646
TPESampler,D6,50,56.62926,0.9398516930164936
TPESampler,D6,55,56.7034,0.9410821629982706
TPESampler,D6,60,56.7034,0.9410821629982706
TPESampler,D6,65,56.75952,0.942013562720112
TPESampler,D6,70,57.19952000000001,0.949316055193566
TPESampler,D6,75,57.35694,0.9519286878416818
TPESampler,D6,80,57.35694,0.9519286878416818
TPESampler,D6,85,57.44414,0.9533759090773302
TPESampler,D6,90,57.44414,0.9533759090773302
TPESampler,D6,95,57.44414,0.9533759090773302
TPESampler,D6,100,57.64112,0.9566451021851048
GPSampler,D8,5,37.54764,0.7895624014299233
GPSampler,D8,10,40.94162,0.8609319735043633
GPSampler,D8,15,42.91716,0.9024741877825676
GPSampler,D8,20,44.69554,0.9398704657764694
GPSampler,D8,25,44.72652,0.94052192198507
GPSampler,D8,30,44.7516,0.9410493113237304
GPSampler,D8,35,45.43848,0.9554932183787194
GPSampler,D8,40,45.43848,0.9554932183787194
GPSampler,D8,45,45.43848,0.9554932183787194
GPSampler,D8,50,46.32908,0.9742210072547576
GPSampler,D8,55,46.35254,0.9747143307748922
GPSampler,D8,60,46.42306,0.9761972452949216
GPSampler,D8,65,46.49936,0.9778017032909264
GPSampler,D8,70,46.61918,0.9803213121648616
GPSampler,D8,75,46.61918,0.9803213121648616
GPSampler,D8,80,46.61918,0.9803213121648616
GPSampler,D8,85,46.61918,0.9803213121648616
GPSampler,D8,90,46.72972,0.9826457785721796
GPSampler,D8,95,46.85298,0.985237724739775
GPSampler,D8,100,46.97262,0.9877535485227632
RandomSampler,D10,5,38.82768,0.6919058395851525
RandomSampler,D10,10,51.00124,0.9088376071422208
RandomSampler,D10,15,51.96752,0.9260566316802396
RandomSampler,D10,20,51.96752,0.9260566316802396
RandomSampler,D10,25,54.33239999999999,0.9681985850989896
RandomSampler,D10,30,54.33239999999999,0.9681985850989896
RandomSampler,D10,35,54.33239999999999,0.9681985850989896
RandomSampler,D10,40,54.33239999999999,0.9681985850989896
RandomSampler,D10,45,54.33239999999999,0.9681985850989896
RandomSampler,D10,50,54.50019999999999,0.9711887663274944
RandomSampler,D10,55,54.50019999999999,0.9711887663274944
RandomSampler,D10,60,54.81948,0.9768783078211594
RandomSampler,D10,65,54.81948,0.9768783078211594
RandomSampler,D10,70,55.00334,0.9801546768358964
RandomSampler,D10,75,55.52938,0.9895286633284032
RandomSampler,D10,80,55.70426,0.9926450095336528
RandomSampler,D10,85,55.70426,0.9926450095336528
RandomSampler,D10,90,55.70426,0.9926450095336528
RandomSampler,D10,95,55.70426,0.9926450095336528
RandomSampler,D10,100,55.721140000000005,0.9929458096477004
RandomSampler,D8,5,37.54764,0.7895624014299233
RandomSampler,D8,10,40.94162,0.8609319735043633
RandomSampler,D8,15,41.08286,0.8639020082010304
RandomSampler,D8,20,41.08286,0.8639020082010304
RandomSampler,D8,25,41.5608,0.8739522657974976
RandomSampler,D8,30,41.89782,0.881039217747871
RandomSampler,D8,35,43.33472,0.9112547576490378
RandomSampler,D8,40,43.33608,0.9112833561139732
RandomSampler,D8,45,43.33608,0.9112833561139732
RandomSampler,D8,50,43.33608,0.9112833561139732
RandomSampler,D8,55,43.37056,0.9120084113132162
RandomSampler,D8,60,43.37056,0.9120084113132162
RandomSampler,D8,65,43.37056,0.9120084113132162
RandomSampler,D8,70,43.37056,0.9120084113132162
RandomSampler,D8,75,43.82154,0.9214917463989064
RandomSampler,D8,80,43.82154,0.9214917463989064
RandomSampler,D8,85,44.33794,0.9323507517611186
RandomSampler,D8,90,44.33794,0.9323507517611186
RandomSampler,D8,95,44.33794,0.9323507517611186
RandomSampler,D8,100,44.33794,0.9323507517611186
GPSampler,D10,5,38.82768,0.6919058395851525
GPSampler,D10,10,51.00124,0.9088376071422208
GPSampler,D10,15,52.31028,0.9321645847069516
GPSampler,D10,20,55.39790000000001,0.9871857013026356
GPSampler,D10,25,55.39790000000001,0.9871857013026356
GPSampler,D10,30,55.39790000000001,0.9871857013026356
GPSampler,D10,35,55.39790000000001,0.9871857013026356
GPSampler,D10,40,55.3982,0.9871910472762264
GPSampler,D10,45,55.39852,0.9871967496480568
GPSampler,D10,50,55.39852,0.9871967496480568
GPSampler,D10,55,55.39882,0.9872020956216476
GPSampler,D10,60,55.39882,0.9872020956216476
GPSampler,D10,65,55.399440000000006,0.9872131439670688
GPSampler,D10,70,55.4025,0.987267672897696
GPSampler,D10,75,55.4025,0.987267672897696
GPSampler,D10,80,55.4025,0.987267672897696
GPSampler,D10,85,55.4025,0.987267672897696
GPSampler,D10,90,55.4025,0.987267672897696
GPSampler,D10,95,55.409940000000006,0.98740025304275
GPSampler,D10,100,55.42052,0.9875887877113888
QMCSampler,D7,5,54.259640000000005,0.8055686452668446
QMCSampler,D7,10,65.07759999999999,0.9661780665927306
QMCSampler,D7,15,65.9571,0.9792356103492356
QMCSampler,D7,20,65.9571,0.9792356103492356
QMCSampler,D7,25,66.02476,0.9802401281554494
QMCSampler,D7,30,66.23339999999999,0.9833377130666
QMCSampler,D7,35,66.35531999999999,0.98514780486284
QMCSampler,D7,40,66.35531999999999,0.98514780486284
QMCSampler,D7,45,66.35928,0.9852065972144896
QMCSampler,D7,50,66.35928,0.9852065972144896
QMCSampler,D7,55,66.35928,0.9852065972144896
QMCSampler,D7,60,66.35928,0.9852065972144896
QMCSampler,D7,65,66.52798,0.9877112107809732
QMCSampler,D7,70,66.52798,0.9877112107809732
QMCSampler,D7,75,66.52798,0.9877112107809732
QMCSampler,D7,80,66.52798,0.9877112107809732
QMCSampler,D7,85,66.52798,0.9877112107809732
QMCSampler,D7,90,66.52798,0.9877112107809732
QMCSampler,D7,95,66.52798,0.9877112107809732
QMCSampler,D7,100,66.52798,0.9877112107809732
QMCSampler,D1,5,55.36448,0.732994668477822
QMCSampler,D1,10,64.0573,0.8480827306078624
QMCSampler,D1,15,66.5514,0.8811032159921836
QMCSampler,D1,20,69.62222,0.92175915076941
QMCSampler,D1,25,70.3662,0.9316090287679776
QMCSampler,D1,30,72.90948,0.9652806297736454
QMCSampler,D1,35,72.90948,0.9652806297736454
QMCSampler,D1,40,72.90948,0.9652806297736454
QMCSampler,D1,45,73.85607999999999,0.9778130829490586
QMCSampler,D1,50,74.29838,0.9836688869206256
QMCSampler,D1,55,74.29838,0.9836688869206256
QMCSampler,D1,60,74.29838,0.9836688869206256
QMCSampler,D1,65,74.29838,0.9836688869206256
QMCSampler,D1,70,74.29838,0.9836688869206256
QMCSampler,D1,75,74.29838,0.9836688869206256
QMCSampler,D1,80,76.01274,1.0063660519595032
QMCSampler,D1,85,76.10607999999999,1.0076018212172606
QMCSampler,D1,90,76.10607999999999,1.0076018212172606
QMCSampler,D1,95,76.10607999999999,1.0076018212172606
QMCSampler,D1,100,76.10607999999999,1.0076018212172606
RandomSampler,D3,5,54.67096,0.9236722550081352
RandomSampler,D3,10,56.7808,0.9593182482467092
RandomSampler,D3,15,57.74446,0.975599396506428
RandomSampler,D3,20,57.87622,0.9778254970965744
RandomSampler,D3,25,58.17242,0.9828298306940346
RandomSampler,D3,30,58.36216,0.9860355101564996
RandomSampler,D3,35,58.53766,0.98900060315567
RandomSampler,D3,40,58.53766,0.98900060315567
RandomSampler,D3,45,58.53766,0.98900060315567
RandomSampler,D3,50,58.53766,0.98900060315567
RandomSampler,D3,55,58.53766,0.98900060315567
RandomSampler,D3,60,58.53766,0.98900060315567
RandomSampler,D3,65,58.53766,0.98900060315567
RandomSampler,D3,70,58.574940000000005,0.9896304531101378
RandomSampler,D3,75,58.58448,0.9897916325244516
RandomSampler,D3,80,58.58448,0.9897916325244516
RandomSampler,D3,85,58.59748,0.9900112690429084
RandomSampler,D3,90,58.59748,0.9900112690429084
RandomSampler,D3,95,58.59748,0.9900112690429084
RandomSampler,D3,100,58.59748,0.9900112690429084
QMCSampler,D9,5,83.295,0.8778419599920326
QMCSampler,D9,10,93.99694,0.990629185939774
QMCSampler,D9,15,93.99694,0.990629185939774
QMCSampler,D9,20,93.99694,0.990629185939774
QMCSampler,D9,25,93.99694,0.990629185939774
QMCSampler,D9,30,93.99694,0.990629185939774
QMCSampler,D9,35,94.32178,0.994052658924753
QMCSampler,D9,40,94.42932,0.9951860177623486
QMCSampler,D9,45,94.42932,0.9951860177623486
QMCSampler,D9,50,94.42932,0.9951860177623486
QMCSampler,D9,55,94.42932,0.9951860177623486
QMCSampler,D9,60,94.42932,0.9951860177623486
QMCSampler,D9,65,94.42932,0.9951860177623486
QMCSampler,D9,70,94.42932,0.9951860177623486
QMCSampler,D9,75,94.42932,0.9951860177623486
QMCSampler,D9,80,94.42932,0.9951860177623486
QMCSampler,D9,85,94.42932,0.9951860177623486
QMCSampler,D9,90,94.42932,0.9951860177623486
QMCSampler,D9,95,94.42932,0.9951860177623486
QMCSampler,D9,100,94.42932,0.9951860177623486
QMCSampler,D10,5,39.81846,0.7095614519664274
QMCSampler,D10,10,46.8095,0.8341411693426235
QMCSampler,D10,15,46.84624,0.8347958729083879
QMCSampler,D10,20,52.14131999999999,0.929153732380562
QMCSampler,D10,25,54.17412,0.9653780494324358
QMCSampler,D10,30,54.17412,0.9653780494324358
QMCSampler,D10,35,54.25768000000001,0.9668670812766188
QMCSampler,D10,40,55.10928,0.9820425183099596
QMCSampler,D10,45,55.10928,0.9820425183099596
QMCSampler,D10,50,55.10928,0.9820425183099596
QMCSampler,D10,55,55.10928,0.9820425183099596
QMCSampler,D10,60,55.10928,0.9820425183099596
QMCSampler,D10,65,55.10928,0.9820425183099596
QMCSampler,D10,70,55.11656000000001,0.9821722472690988
QMCSampler,D10,75,55.19684,0.9836028298020209
QMCSampler,D10,80,55.19684,0.9836028298020209
QMCSampler,D10,85,55.19684,0.9836028298020209
QMCSampler,D10,90,55.19684,0.9836028298020209
QMCSampler,D10,95,55.19684,0.9836028298020209
QMCSampler,D10,100,55.19684,0.9836028298020209
TPESampler,D8,5,37.54764,0.7895624014299233
TPESampler,D8,10,40.94162,0.8609319735043633
TPESampler,D8,15,41.97852,0.8827362001892545
TPESampler,D8,20,42.60246,0.8958565871096623
TPESampler,D8,25,43.0761,0.9058164230890547
TPESampler,D8,30,45.70988,0.9612002943959626
TPESampler,D8,35,45.90224,0.9652452949216695
TPESampler,D8,40,45.90224,0.9652452949216695
TPESampler,D8,45,46.69274,0.9818681526653348
TPESampler,D8,50,46.91472,0.9865360109347072
TPESampler,D8,55,47.12352,0.9909267164336032
TPESampler,D8,60,47.13354,0.9911374198296709
TPESampler,D8,65,47.13354,0.9911374198296709
TPESampler,D8,70,47.161,0.9917148564819684
TPESampler,D8,75,47.383680000000005,0.9963974345494692
TPESampler,D8,80,47.393060000000006,0.9965946798443908
TPESampler,D8,85,47.393060000000006,0.9965946798443908
TPESampler,D8,90,47.393060000000006,0.9965946798443908
TPESampler,D8,95,47.57654,1.0004529492166965
TPESampler,D8,100,47.58724,1.0006779518452318
TPESampler,D4,5,97.56176,0.9894591439649254
TPESampler,D4,10,98.0454,0.9943641602375632
TPESampler,D4,15,98.08062,0.9947213570639678
TPESampler,D4,20,98.10686,0.9949874798557016
TPESampler,D4,25,98.12408,0.9951621229377766
TPESampler,D4,30,98.30892,0.997036747054546
TPESampler,D4,35,98.30892,0.997036747054546
TPESampler,D4,40,98.30892,0.997036747054546
TPESampler,D4,45,98.30892,0.997036747054546
TPESampler,D4,50,98.3092,0.9970395867794578
TPESampler,D4,55,98.3092,0.9970395867794578
TPESampler,D4,60,98.3092,0.9970395867794578
TPESampler,D4,65,98.33624,0.9973138230709394
TPESampler,D4,70,98.33624,0.9973138230709394
TPESampler,D4,75,98.33624,0.9973138230709394
TPESampler,D4,80,98.33624,0.9973138230709394
TPESampler,D4,85,98.33624,0.9973138230709394
TPESampler,D4,90,98.33624,0.9973138230709394
TPESampler,D4,95,98.33624,0.9973138230709394
TPESampler,D4,100,98.34508,0.9974034772431546
RandomSampler,D2,5,76.76376,0.8941760261669963
RandomSampler,D2,10,80.63904,0.9393168904326918
RandomSampler,D2,15,82.78732,0.9643409444067812
RandomSampler,D2,20,82.78732,0.9643409444067812
RandomSampler,D2,25,85.22337999999999,0.9927171788474126
RandomSampler,D2,30,85.22337999999999,0.9927171788474126
RandomSampler,D2,35,85.2313,0.9928094342831448
RandomSampler,D2,40,85.26635999999999,0.9932178276640504
RandomSampler,D2,45,85.27428,0.9933100830997826
RandomSampler,D2,50,85.31414,0.9937743888659802
RandomSampler,D2,55,85.31414,0.9937743888659802
RandomSampler,D2,60,85.31414,0.9937743888659802
RandomSampler,D2,65,85.31414,0.9937743888659802
RandomSampler,D2,70,85.31414,0.9937743888659802
RandomSampler,D2,75,85.31414,0.9937743888659802
RandomSampler,D2,80,85.31414,0.9937743888659802
RandomSampler,D2,85,85.31414,0.9937743888659802
RandomSampler,D2,90,85.3231,0.9938787586518592
RandomSampler,D2,95,85.3231,0.9938787586518592
RandomSampler,D2,100,85.3231,0.9938787586518592
GPSampler,D5,5,67.3845,0.8559424836933396
GPSampler,D5,10,70.65114,0.8974365358111412
GPSampler,D5,15,75.97864,0.9651083829254816
GPSampler,D5,20,76.43928,0.970959600129564
GPSampler,D5,25,76.82262,0.9758289245543058
GPSampler,D5,30,76.83734,0.9760159033604106
GPSampler,D5,35,77.3409,0.9824123060507716
GPSampler,D5,40,77.38034,0.9829132873084324
GPSampler,D5,45,77.5137,0.9846072746441752
GPSampler,D5,50,77.69214,0.9868738845736134
GPSampler,D5,55,77.7098,0.987098208331481
GPSampler,D5,60,77.76462000000001,0.9877945519558468
GPSampler,D5,65,78.00938,0.99090358270192
GPSampler,D5,70,78.00938,0.99090358270192
GPSampler,D5,75,78.11538,0.992250033343707
GPSampler,D5,80,78.2006,0.9933325288502456
GPSampler,D5,85,78.31028,0.9947257241935588
GPSampler,D5,90,78.31894,0.9948357266705198
GPSampler,D5,95,78.41962,0.9961146007329263
GPSampler,D5,100,78.41962,0.9961146007329263
RandomSampler,D4,5,97.56176,0.9894591439649254
RandomSampler,D4,10,98.0454,0.9943641602375632
RandomSampler,D4,15,98.0454,0.9943641602375632
RandomSampler,D4,20,98.0454,0.9943641602375632
RandomSampler,D4,25,98.09968,0.9949146611954632
RandomSampler,D4,30,98.1041,0.9949594882815708
RandomSampler,D4,35,98.1041,0.9949594882815708
RandomSampler,D4,40,98.29382,0.9968836047468032
RandomSampler,D4,45,98.29382,0.9968836047468032
RandomSampler,D4,50,98.34492,0.9974018545432048
RandomSampler,D4,55,98.34492,0.9974018545432048
RandomSampler,D4,60,98.34492,0.9974018545432048
RandomSampler,D4,65,98.34492,0.9974018545432048
RandomSampler,D4,70,98.34492,0.9974018545432048
RandomSampler,D4,75,98.39506,0.9979103681399092
RandomSampler,D4,80,98.39506,0.9979103681399092
RandomSampler,D4,85,98.39506,0.9979103681399092
RandomSampler,D4,90,98.39506,0.9979103681399092
RandomSampler,D4,95,98.39506,0.9979103681399092
RandomSampler,D4,100,98.39506,0.9979103681399092
TPESampler,D2,5,76.76376,0.8941760261669963
TPESampler,D2,10,80.63904,0.9393168904326918
TPESampler,D2,15,82.45122,0.9604259125949636
TPESampler,D2,20,82.70096,0.9633349874080648
TPESampler,D2,25,82.71198,0.963463352925965
TPESampler,D2,30,83.08338,0.9677895737379526
TPESampler,D2,35,83.08338,0.9677895737379526
TPESampler,D2,40,83.12438,0.9682671586956572
TPESampler,D2,45,83.5801,0.973575573742612
TPESampler,D2,50,83.62284,0.974073426939985
TPESampler,D2,55,83.62284,0.974073426939985
TPESampler,D2,60,83.86382,0.976880461649928
TPESampler,D2,65,83.89066,0.9771931050710204
TPESampler,D2,70,85.00507999999999,0.9901743301579756
TPESampler,D2,75,85.01854,0.990331117805066
TPESampler,D2,80,85.80024,0.9994366827181804
TPESampler,D2,85,85.80024,0.9994366827181804
TPESampler,D2,90,85.81096,0.9995615537119998
TPESampler,D2,95,85.81096,0.9995615537119998
TPESampler,D2,100,85.82442,0.9997183413590904
QMCSampler,D4,5,97.42324,0.9880542914835636
QMCSampler,D4,10,98.28452,0.9967892853122328
QMCSampler,D4,15,98.28452,0.9967892853122328
QMCSampler,D4,20,98.28452,0.9967892853122328
QMCSampler,D4,25,98.28452,0.9967892853122328
QMCSampler,D4,30,98.30284,0.9969750844564614
QMCSampler,D4,35,98.31168,0.9970647386286764
QMCSampler,D4,40,98.31168,0.9970647386286764
QMCSampler,D4,45,98.31168,0.9970647386286764
QMCSampler,D4,50,98.31168,0.9970647386286764
QMCSampler,D4,55,98.31168,0.9970647386286764
QMCSampler,D4,60,98.31168,0.9970647386286764
QMCSampler,D4,65,98.31168,0.9970647386286764
QMCSampler,D4,70,98.31168,0.9970647386286764
QMCSampler,D4,75,98.31168,0.9970647386286764
QMCSampler,D4,80,98.31168,0.9970647386286764
QMCSampler,D4,85,98.31168,0.9970647386286764
QMCSampler,D4,90,98.31168,0.9970647386286764
QMCSampler,D4,95,98.31168,0.9970647386286764
QMCSampler,D4,100,98.31168,0.9970647386286764
QMCSampler,D2,5,68.89632,0.8025328310537387
QMCSampler,D2,10,79.2677,0.923342954922969
QMCSampler,D2,15,79.2677,0.923342954922969
QMCSampler,D2,20,79.77171999999999,0.9292139883469268
QMCSampler,D2,25,82.47655999999999,0.9607210833956522
QMCSampler,D2,30,82.78062,0.964262900035644
QMCSampler,D2,35,83.8774,0.9770386471066504
QMCSampler,D2,40,84.09536,0.9795775353354628
QMCSampler,D2,45,84.12498000000001,0.9799225613463702
QMCSampler,D2,50,84.20334,0.980835331036266
QMCSampler,D2,55,84.20334,0.980835331036266
QMCSampler,D2,60,84.20334,0.980835331036266
QMCSampler,D2,65,84.20334,0.980835331036266
QMCSampler,D2,70,84.20334,0.980835331036266
QMCSampler,D2,75,84.20334,0.980835331036266
QMCSampler,D2,80,84.20334,0.980835331036266
QMCSampler,D2,85,84.20334,0.980835331036266
QMCSampler,D2,90,84.24271999999999,0.9812940455639344
QMCSampler,D2,95,84.24271999999999,0.9812940455639344
QMCSampler,D2,100,84.24271999999999,0.9812940455639344
TPESampler,D5,5,67.3845,0.8559424836933396
TPESampler,D5,10,70.65114,0.8974365358111412
TPESampler,D5,15,77.58904,0.9855642707890072
TPESampler,D5,20,77.58904,0.9855642707890072
TPESampler,D5,25,77.59506,0.9856407390235692
TPESampler,D5,30,77.67850000000001,0.9867006243212176
TPESampler,D5,35,77.73554,0.9874251671948734
TPESampler,D5,40,77.73554,0.9874251671948734
TPESampler,D5,45,77.73554,0.9874251671948734
TPESampler,D5,50,77.73554,0.9874251671948734
TPESampler,D5,55,77.73554,0.9874251671948734
TPESampler,D5,60,77.73554,0.9874251671948734
TPESampler,D5,65,77.8181,0.988473874411722
TPESampler,D5,70,78.00474,0.9908446437304304
TPESampler,D5,75,78.17558,0.9930147156893256
TPESampler,D5,80,78.17558,0.9930147156893256
TPESampler,D5,85,78.17558,0.9930147156893256
TPESampler,D5,90,78.17558,0.9930147156893256
TPESampler,D5,95,78.17558,0.9930147156893256
TPESampler,D5,100,78.17558,0.9930147156893256
