FEATURE,IMPORTANCE,DATASET,REGRESSOR,TEST_SET
k,0.0023335784183653,gridsearch,RIDGE,D1
threshold,0.1398723422692978,gridsearch,RIDGE,D1
InputEntityProfiles,0.036570819255763,gridsearch,RIDGE,D1
NumberOfAttributes,0.0475793855539244,gridsearch,RIDGE,D1
NumberOfDistinctValues,0.0255694843931207,gridsearch,RIDGE,D1
NumberOfNameValuePairs,0.0269762561444066,gridsearch,RIDGE,D1
AverageNVPairsPerEntity,0.0275116815686775,gridsearch,RIDGE,D1
AverageDistinctValuesPerEntity,0.0734248557072111,gridsearch,RIDGE,D1
AverageNVpairsPerAttribute,0.0574585758985722,gridsearch,RIDGE,D1
AverageDistinctValuesPerAttribute,0.0444339985415778,gridsearch,RIDGE,D1
NumberOfMissingNVpairs,0.1085602896773964,gridsearch,RIDGE,D1
AverageValueLength,0.0397439124016951,gridsearch,RIDGE,D1
AverageValueTokens,0.0488622848257071,gridsearch,RIDGE,D1
MaxValuesPerEntity,0.0336833216468756,gridsearch,RIDGE,D1
clustering_KiralyMSMApproximateClustering,0.0813777192708834,gridsearch,RIDGE,D1
clustering_UniqueMappingClustering,0.0730738411611362,gridsearch,RIDGE,D1
lm_sdistilroberta,0.0172851215896666,gridsearch,RIDGE,D1
lm_sent_glove,0.0104063471139261,gridsearch,RIDGE,D1
lm_sminilm,0.0278008998038093,gridsearch,RIDGE,D1
lm_smpnet,0.0193057635535996,gridsearch,RIDGE,D1
lm_st5,0.0454339905303437,gridsearch,RIDGE,D1
lm_word2vec,0.0127355306740437,gridsearch,RIDGE,D1
k,0.0141300730560465,all,RIDGE,D4
threshold,0.1688215747463016,all,RIDGE,D4
InputEntityProfiles,0.0656219848441403,all,RIDGE,D4
NumberOfAttributes,0.0144915051678351,all,RIDGE,D4
NumberOfDistinctValues,0.0272164663239566,all,RIDGE,D4
NumberOfNameValuePairs,0.0284580163569342,all,RIDGE,D4
AverageNVPairsPerEntity,0.0387244725731511,all,RIDGE,D4
AverageDistinctValuesPerEntity,0.0581583811515738,all,RIDGE,D4
AverageNVpairsPerAttribute,0.0469065078538471,all,RIDGE,D4
AverageDistinctValuesPerAttribute,0.0338352361148731,all,RIDGE,D4
NumberOfMissingNVpairs,0.0145950188514607,all,RIDGE,D4
AverageValueLength,0.0272767506429565,all,RIDGE,D4
AverageValueTokens,0.0354768471802708,all,RIDGE,D4
MaxValuesPerEntity,0.0203782688662635,all,RIDGE,D4
clustering_KiralyMSMApproximateClustering,0.0790111671227783,all,RIDGE,D4
clustering_UniqueMappingClustering,0.0713443585773391,all,RIDGE,D4
lm_sdistilroberta,0.0257687035880768,all,RIDGE,D4
lm_sent_glove,0.0172766698397372,all,RIDGE,D4
lm_sminilm,0.0486602991150301,all,RIDGE,D4
lm_smpnet,0.0329506886735153,all,RIDGE,D4
lm_st5,0.1044579213109777,all,RIDGE,D4
lm_word2vec,0.0264390880429334,all,RIDGE,D4
k,0.0021871533148087,gridsearch,RIDGE,D6
threshold,0.1439332774048987,gridsearch,RIDGE,D6
InputEntityProfiles,0.0305475211698305,gridsearch,RIDGE,D6
NumberOfAttributes,0.0323909561205516,gridsearch,RIDGE,D6
NumberOfDistinctValues,0.021250859114124,gridsearch,RIDGE,D6
NumberOfNameValuePairs,0.0319604761204144,gridsearch,RIDGE,D6
AverageNVPairsPerEntity,0.0527800357848237,gridsearch,RIDGE,D6
AverageDistinctValuesPerEntity,0.083859972262666,gridsearch,RIDGE,D6
AverageNVpairsPerAttribute,0.0447525835079202,gridsearch,RIDGE,D6
AverageDistinctValuesPerAttribute,0.0228806673976823,gridsearch,RIDGE,D6
NumberOfMissingNVpairs,0.1046566983457308,gridsearch,RIDGE,D6
AverageValueLength,0.0422217790407001,gridsearch,RIDGE,D6
AverageValueTokens,0.0629195534892754,gridsearch,RIDGE,D6
MaxValuesPerEntity,0.02350515900811,gridsearch,RIDGE,D6
clustering_KiralyMSMApproximateClustering,0.083473798865833,gridsearch,RIDGE,D6
clustering_UniqueMappingClustering,0.0796653418229389,gridsearch,RIDGE,D6
lm_sdistilroberta,0.0186594821389289,gridsearch,RIDGE,D6
lm_sent_glove,0.0096140595664895,gridsearch,RIDGE,D6
lm_sminilm,0.0266151971515151,gridsearch,RIDGE,D6
lm_smpnet,0.0209542082081763,gridsearch,RIDGE,D6
lm_st5,0.0488627654280667,gridsearch,RIDGE,D6
lm_word2vec,0.0123084547365146,gridsearch,RIDGE,D6
k,0.0023736892791281,gridsearch,RIDGE,D8
threshold,0.1474115887632812,gridsearch,RIDGE,D8
InputEntityProfiles,0.0301422852396372,gridsearch,RIDGE,D8
NumberOfAttributes,0.0296874549772556,gridsearch,RIDGE,D8
NumberOfDistinctValues,0.0311454804562425,gridsearch,RIDGE,D8
NumberOfNameValuePairs,0.0282772848828344,gridsearch,RIDGE,D8
AverageNVPairsPerEntity,0.0236928576697292,gridsearch,RIDGE,D8
AverageDistinctValuesPerEntity,0.0575819420310374,gridsearch,RIDGE,D8
AverageNVpairsPerAttribute,0.0675573972811786,gridsearch,RIDGE,D8
AverageDistinctValuesPerAttribute,0.0527872695641798,gridsearch,RIDGE,D8
NumberOfMissingNVpairs,0.1056035196529445,gridsearch,RIDGE,D8
AverageValueLength,0.0537510821889728,gridsearch,RIDGE,D8
AverageValueTokens,0.0510859152921352,gridsearch,RIDGE,D8
MaxValuesPerEntity,0.0268553392105104,gridsearch,RIDGE,D8
clustering_KiralyMSMApproximateClustering,0.0800350349336239,gridsearch,RIDGE,D8
clustering_UniqueMappingClustering,0.0771870007266883,gridsearch,RIDGE,D8
lm_sdistilroberta,0.0179403421794967,gridsearch,RIDGE,D8
lm_sent_glove,0.0092734392626273,gridsearch,RIDGE,D8
lm_sminilm,0.0266431087806928,gridsearch,RIDGE,D8
lm_smpnet,0.0201830402993393,gridsearch,RIDGE,D8
lm_st5,0.0466748668745086,gridsearch,RIDGE,D8
lm_word2vec,0.0141100604539553,gridsearch,RIDGE,D8
k,0.0283250465921804,optuna,RIDGE,D1
threshold,0.1185747053599733,optuna,RIDGE,D1
InputEntityProfiles,0.0367459729055133,optuna,RIDGE,D1
NumberOfAttributes,0.0506522640411793,optuna,RIDGE,D1
NumberOfDistinctValues,0.043169069577248,optuna,RIDGE,D1
NumberOfNameValuePairs,0.0219649324624806,optuna,RIDGE,D1
AverageNVPairsPerEntity,0.0342198155503405,optuna,RIDGE,D1
AverageDistinctValuesPerEntity,0.0781835606210785,optuna,RIDGE,D1
AverageNVpairsPerAttribute,0.039675683466436,optuna,RIDGE,D1
AverageDistinctValuesPerAttribute,0.0331562827818201,optuna,RIDGE,D1
NumberOfMissingNVpairs,0.0950823299905739,optuna,RIDGE,D1
AverageValueLength,0.0321298603368003,optuna,RIDGE,D1
AverageValueTokens,0.0370107196555807,optuna,RIDGE,D1
MaxValuesPerEntity,0.0517725878493368,optuna,RIDGE,D1
clustering_KiralyMSMApproximateClustering,0.0571284268580532,optuna,RIDGE,D1
clustering_UniqueMappingClustering,0.052495469400273,optuna,RIDGE,D1
lm_sdistilroberta,0.0109830785529109,optuna,RIDGE,D1
lm_sent_glove,0.01609671031503,optuna,RIDGE,D1
lm_sminilm,0.0316439138933203,optuna,RIDGE,D1
lm_smpnet,0.017300237775222,optuna,RIDGE,D1
lm_st5,0.0914649143110325,optuna,RIDGE,D1
lm_word2vec,0.0222244177036152,optuna,RIDGE,D1
k,0.0116764903626589,all,RIDGE,D3
threshold,0.1289234834884521,all,RIDGE,D3
InputEntityProfiles,0.0369941114609353,all,RIDGE,D3
NumberOfAttributes,0.0633512409189176,all,RIDGE,D3
NumberOfDistinctValues,0.0207344789400739,all,RIDGE,D3
NumberOfNameValuePairs,0.023534689547686,all,RIDGE,D3
AverageNVPairsPerEntity,0.044321881723851,all,RIDGE,D3
AverageDistinctValuesPerEntity,0.0508751100389445,all,RIDGE,D3
AverageNVpairsPerAttribute,0.0487135406105853,all,RIDGE,D3
AverageDistinctValuesPerAttribute,0.0371098704347485,all,RIDGE,D3
NumberOfMissingNVpairs,0.0923987069252986,all,RIDGE,D3
AverageValueLength,0.021726205040419,all,RIDGE,D3
AverageValueTokens,0.0481048777672158,all,RIDGE,D3
MaxValuesPerEntity,0.0777684627766562,all,RIDGE,D3
clustering_KiralyMSMApproximateClustering,0.0733501570625172,all,RIDGE,D3
clustering_UniqueMappingClustering,0.0664996001633012,all,RIDGE,D3
lm_sdistilroberta,0.0137973445821878,all,RIDGE,D3
lm_sent_glove,0.0109961474894267,all,RIDGE,D3
lm_sminilm,0.0258476450839755,all,RIDGE,D3
lm_smpnet,0.0180300349036148,all,RIDGE,D3
lm_st5,0.0678887737338031,all,RIDGE,D3
lm_word2vec,0.0173571469447302,all,RIDGE,D3
k,0.0259507633575447,optuna,RIDGE,D5
threshold,0.1176206852082405,optuna,RIDGE,D5
InputEntityProfiles,0.0664531645238746,optuna,RIDGE,D5
NumberOfAttributes,0.0486387152093944,optuna,RIDGE,D5
NumberOfDistinctValues,0.0379757621301016,optuna,RIDGE,D5
NumberOfNameValuePairs,0.0201351239973139,optuna,RIDGE,D5
AverageNVPairsPerEntity,0.0483962493111358,optuna,RIDGE,D5
AverageDistinctValuesPerEntity,0.0598247736799919,optuna,RIDGE,D5
AverageNVpairsPerAttribute,0.0585598665366752,optuna,RIDGE,D5
AverageDistinctValuesPerAttribute,0.0275080395999102,optuna,RIDGE,D5
NumberOfMissingNVpairs,0.081452993358396,optuna,RIDGE,D5
AverageValueLength,0.0298307208736413,optuna,RIDGE,D5
AverageValueTokens,0.0213440443778981,optuna,RIDGE,D5
MaxValuesPerEntity,0.0679843543443336,optuna,RIDGE,D5
clustering_KiralyMSMApproximateClustering,0.0541338076789399,optuna,RIDGE,D5
clustering_UniqueMappingClustering,0.04899861139461,optuna,RIDGE,D5
lm_sdistilroberta,0.011696769785564,optuna,RIDGE,D5
lm_sent_glove,0.0152110522848376,optuna,RIDGE,D5
lm_sminilm,0.0262531518686594,optuna,RIDGE,D5
lm_smpnet,0.0170721834773195,optuna,RIDGE,D5
lm_st5,0.0942223757950565,optuna,RIDGE,D5
lm_word2vec,0.0207367912065601,optuna,RIDGE,D5
k,0.0022707912187571,gridsearch,RIDGE,D7
threshold,0.1353163650504002,gridsearch,RIDGE,D7
InputEntityProfiles,0.04791419222799,gridsearch,RIDGE,D7
NumberOfAttributes,0.0393427281697436,gridsearch,RIDGE,D7
NumberOfDistinctValues,0.0298216155681784,gridsearch,RIDGE,D7
NumberOfNameValuePairs,0.0306551999755947,gridsearch,RIDGE,D7
AverageNVPairsPerEntity,0.0378184607190607,gridsearch,RIDGE,D7
AverageDistinctValuesPerEntity,0.069875348044969,gridsearch,RIDGE,D7
AverageNVpairsPerAttribute,0.0588658243525784,gridsearch,RIDGE,D7
AverageDistinctValuesPerAttribute,0.0338078922739026,gridsearch,RIDGE,D7
NumberOfMissingNVpairs,0.0973786560251237,gridsearch,RIDGE,D7
AverageValueLength,0.0382478601555863,gridsearch,RIDGE,D7
AverageValueTokens,0.046610626942587,gridsearch,RIDGE,D7
MaxValuesPerEntity,0.0507203368620712,gridsearch,RIDGE,D7
clustering_KiralyMSMApproximateClustering,0.0761474254630611,gridsearch,RIDGE,D7
clustering_UniqueMappingClustering,0.0725372553475363,gridsearch,RIDGE,D7
lm_sdistilroberta,0.0172796482769658,gridsearch,RIDGE,D7
lm_sent_glove,0.0099001101006243,gridsearch,RIDGE,D7
lm_sminilm,0.0260960774174285,gridsearch,RIDGE,D7
lm_smpnet,0.0196955520556593,gridsearch,RIDGE,D7
lm_st5,0.0471037384815208,gridsearch,RIDGE,D7
lm_word2vec,0.0125942952706599,gridsearch,RIDGE,D7
k,0.0104743542839013,all,RIDGE,D2
threshold,0.1243021789339557,all,RIDGE,D2
InputEntityProfiles,0.0407966486490721,all,RIDGE,D2
NumberOfAttributes,0.0457805699209835,all,RIDGE,D2
NumberOfDistinctValues,0.0368546638126688,all,RIDGE,D2
NumberOfNameValuePairs,0.0281738531560284,all,RIDGE,D2
AverageNVPairsPerEntity,0.0495984505974494,all,RIDGE,D2
AverageDistinctValuesPerEntity,0.0709867892224311,all,RIDGE,D2
AverageNVpairsPerAttribute,0.0446095598928157,all,RIDGE,D2
AverageDistinctValuesPerAttribute,0.0358584264011631,all,RIDGE,D2
NumberOfMissingNVpairs,0.0960628362028425,all,RIDGE,D2
AverageValueLength,0.0414095304128059,all,RIDGE,D2
AverageValueTokens,0.0595590591251464,all,RIDGE,D2
MaxValuesPerEntity,0.0562024269063928,all,RIDGE,D2
clustering_KiralyMSMApproximateClustering,0.0683432151418255,all,RIDGE,D2
clustering_UniqueMappingClustering,0.0534609610715174,all,RIDGE,D2
lm_sdistilroberta,0.0132127917283908,all,RIDGE,D2
lm_sent_glove,0.0093246935217954,all,RIDGE,D2
lm_sminilm,0.0259133932855423,all,RIDGE,D2
lm_smpnet,0.0177646558655698,all,RIDGE,D2
lm_st5,0.0543771536495051,all,RIDGE,D2
lm_word2vec,0.0169337882181957,all,RIDGE,D2
k,0.0347430938883205,optuna,RIDGE,D4
threshold,0.1493827551606701,optuna,RIDGE,D4
InputEntityProfiles,0.061291396135216,optuna,RIDGE,D4
NumberOfAttributes,0.0240905617519973,optuna,RIDGE,D4
NumberOfDistinctValues,0.0281589241802078,optuna,RIDGE,D4
NumberOfNameValuePairs,0.0274526843750607,optuna,RIDGE,D4
AverageNVPairsPerEntity,0.0445857749769661,optuna,RIDGE,D4
AverageDistinctValuesPerEntity,0.0584531139771298,optuna,RIDGE,D4
AverageNVpairsPerAttribute,0.0474435089044866,optuna,RIDGE,D4
AverageDistinctValuesPerAttribute,0.0376596755655764,optuna,RIDGE,D4
NumberOfMissingNVpairs,0.0147105856497686,optuna,RIDGE,D4
AverageValueLength,0.0263977139916156,optuna,RIDGE,D4
AverageValueTokens,0.0314102350171731,optuna,RIDGE,D4
MaxValuesPerEntity,0.0236302595601519,optuna,RIDGE,D4
clustering_KiralyMSMApproximateClustering,0.0608624567017752,optuna,RIDGE,D4
clustering_UniqueMappingClustering,0.0522769894429819,optuna,RIDGE,D4
lm_sdistilroberta,0.0182675914523718,optuna,RIDGE,D4
lm_sent_glove,0.0199260760497062,optuna,RIDGE,D4
lm_sminilm,0.0484643283038611,optuna,RIDGE,D4
lm_smpnet,0.0276444217346104,optuna,RIDGE,D4
lm_st5,0.1279988930891585,optuna,RIDGE,D4
lm_word2vec,0.0351489600911936,optuna,RIDGE,D4
k,0.0026072512125925,gridsearch,RIDGE,D9
threshold,0.145717325066719,gridsearch,RIDGE,D9
InputEntityProfiles,0.0412952926558875,gridsearch,RIDGE,D9
NumberOfAttributes,0.0254710074728074,gridsearch,RIDGE,D9
NumberOfDistinctValues,0.0551725019475534,gridsearch,RIDGE,D9
NumberOfNameValuePairs,0.0261160598294733,gridsearch,RIDGE,D9
AverageNVPairsPerEntity,0.0400399022384829,gridsearch,RIDGE,D9
AverageDistinctValuesPerEntity,0.0444916288283473,gridsearch,RIDGE,D9
AverageNVpairsPerAttribute,0.0762435915371998,gridsearch,RIDGE,D9
AverageDistinctValuesPerAttribute,0.06596581191882,gridsearch,RIDGE,D9
NumberOfMissingNVpairs,0.1377378912516292,gridsearch,RIDGE,D9
AverageValueLength,0.0223379762415437,gridsearch,RIDGE,D9
AverageValueTokens,0.0372372818551885,gridsearch,RIDGE,D9
MaxValuesPerEntity,0.0220405124619485,gridsearch,RIDGE,D9
clustering_KiralyMSMApproximateClustering,0.0811718934253722,gridsearch,RIDGE,D9
clustering_UniqueMappingClustering,0.074168130424204,gridsearch,RIDGE,D9
lm_sdistilroberta,0.0102917386790066,gridsearch,RIDGE,D9
lm_sent_glove,0.0088671755268105,gridsearch,RIDGE,D9
lm_sminilm,0.0193821442538474,gridsearch,RIDGE,D9
lm_smpnet,0.0120943792702175,gridsearch,RIDGE,D9
lm_st5,0.0371968102350785,gridsearch,RIDGE,D9
lm_word2vec,0.0143536936672693,gridsearch,RIDGE,D9
k,0.0103651184424231,all,RIDGE,D6
threshold,0.1396704060893766,all,RIDGE,D6
InputEntityProfiles,0.0308554599599346,all,RIDGE,D6
NumberOfAttributes,0.0337103802301202,all,RIDGE,D6
NumberOfDistinctValues,0.0223775628859651,all,RIDGE,D6
NumberOfNameValuePairs,0.0251741790177933,all,RIDGE,D6
AverageNVPairsPerEntity,0.0477953895985071,all,RIDGE,D6
AverageDistinctValuesPerEntity,0.0883033859421546,all,RIDGE,D6
AverageNVpairsPerAttribute,0.0425100696591191,all,RIDGE,D6
AverageDistinctValuesPerAttribute,0.0352287979886528,all,RIDGE,D6
NumberOfMissingNVpairs,0.0947844724752454,all,RIDGE,D6
AverageValueLength,0.037691913773558,all,RIDGE,D6
AverageValueTokens,0.0599031501761057,all,RIDGE,D6
MaxValuesPerEntity,0.029046327991333,all,RIDGE,D6
clustering_KiralyMSMApproximateClustering,0.0728827445550924,all,RIDGE,D6
clustering_UniqueMappingClustering,0.0677956285476664,all,RIDGE,D6
lm_sdistilroberta,0.0146053103908511,all,RIDGE,D6
lm_sent_glove,0.0120067767420056,all,RIDGE,D6
lm_sminilm,0.0272123809414752,all,RIDGE,D6
lm_smpnet,0.0179990930737031,all,RIDGE,D6
lm_st5,0.0743076468599665,all,RIDGE,D6
lm_word2vec,0.0157738046589501,all,RIDGE,D6
k,0.0270043447042751,optuna,RIDGE,D2
threshold,0.1145782001084473,optuna,RIDGE,D2
InputEntityProfiles,0.0382301225307817,optuna,RIDGE,D2
NumberOfAttributes,0.0645457406500772,optuna,RIDGE,D2
NumberOfDistinctValues,0.0289915888815618,optuna,RIDGE,D2
NumberOfNameValuePairs,0.0296853165539418,optuna,RIDGE,D2
AverageNVPairsPerEntity,0.0347623911780854,optuna,RIDGE,D2
AverageDistinctValuesPerEntity,0.0681755421003816,optuna,RIDGE,D2
AverageNVpairsPerAttribute,0.0451907362840453,optuna,RIDGE,D2
AverageDistinctValuesPerAttribute,0.0398494786154296,optuna,RIDGE,D2
NumberOfMissingNVpairs,0.0898602463524068,optuna,RIDGE,D2
AverageValueLength,0.0495927628672778,optuna,RIDGE,D2
AverageValueTokens,0.0580836219622422,optuna,RIDGE,D2
MaxValuesPerEntity,0.0579618120616845,optuna,RIDGE,D2
clustering_KiralyMSMApproximateClustering,0.0552432732061986,optuna,RIDGE,D2
clustering_UniqueMappingClustering,0.0399753515728089,optuna,RIDGE,D2
lm_sdistilroberta,0.009296507841121,optuna,RIDGE,D2
lm_sent_glove,0.0122686088871476,optuna,RIDGE,D2
lm_sminilm,0.0289752924253543,optuna,RIDGE,D2
lm_smpnet,0.0163756671940114,optuna,RIDGE,D2
lm_st5,0.0688769505783635,optuna,RIDGE,D2
lm_word2vec,0.0224764434443556,optuna,RIDGE,D2
AverageDistinctValuesPerAttribute,0.0494407266007408,gridsearch,RIDGE,D3
AverageDistinctValuesPerEntity,0.0587998323972732,gridsearch,RIDGE,D3
AverageNVPairsPerEntity,0.0441067884816182,gridsearch,RIDGE,D3
AverageNVpairsPerAttribute,0.0453370910012427,gridsearch,RIDGE,D3
AverageValueLength,0.0263726464467346,gridsearch,RIDGE,D3
AverageValueTokens,0.0389721804703214,gridsearch,RIDGE,D3
InputEntityProfiles,0.0385679897386733,gridsearch,RIDGE,D3
MaxValuesPerEntity,0.0522439478900479,gridsearch,RIDGE,D3
NumberOfAttributes,0.065899511258819,gridsearch,RIDGE,D3
NumberOfDistinctValues,0.0250288973226373,gridsearch,RIDGE,D3
NumberOfMissingNVpairs,0.1011026690070427,gridsearch,RIDGE,D3
NumberOfNameValuePairs,0.0299921889483438,gridsearch,RIDGE,D3
clustering_KiralyMSMApproximateClustering,0.0798979635927739,gridsearch,RIDGE,D3
clustering_UniqueMappingClustering,0.0754533388633889,gridsearch,RIDGE,D3
k,0.0025473086999142,gridsearch,RIDGE,D3
lm_sdistilroberta,0.0206931969611455,gridsearch,RIDGE,D3
lm_sent_glove,0.0,gridsearch,RIDGE,D3
lm_sminilm,0.0289423639815784,gridsearch,RIDGE,D3
lm_smpnet,0.0218747571691471,gridsearch,RIDGE,D3
lm_st5,0.0475308913369655,gridsearch,RIDGE,D3
lm_word2vec,0.0130356408781737,gridsearch,RIDGE,D3
threshold,0.1341600689534168,gridsearch,RIDGE,D3
k,0.0110489724567142,all,RIDGE,D8
threshold,0.1410538724222128,all,RIDGE,D8
InputEntityProfiles,0.0284397443041777,all,RIDGE,D8
NumberOfAttributes,0.0227254978956052,all,RIDGE,D8
NumberOfDistinctValues,0.0217911335224842,all,RIDGE,D8
NumberOfNameValuePairs,0.0342632651362831,all,RIDGE,D8
AverageNVPairsPerEntity,0.0218450512098739,all,RIDGE,D8
AverageDistinctValuesPerEntity,0.0546873326674926,all,RIDGE,D8
AverageNVpairsPerAttribute,0.0708516566153785,all,RIDGE,D8
AverageDistinctValuesPerAttribute,0.068033286181406,all,RIDGE,D8
NumberOfMissingNVpairs,0.0968462365313249,all,RIDGE,D8
AverageValueLength,0.0573903050558428,all,RIDGE,D8
AverageValueTokens,0.0442132693076271,all,RIDGE,D8
MaxValuesPerEntity,0.0219476557162603,all,RIDGE,D8
clustering_KiralyMSMApproximateClustering,0.0722641674494646,all,RIDGE,D8
clustering_UniqueMappingClustering,0.0675207054839592,all,RIDGE,D8
lm_sdistilroberta,0.0156776713085033,all,RIDGE,D8
lm_sent_glove,0.0112719914912025,all,RIDGE,D8
lm_sminilm,0.0302833925413822,all,RIDGE,D8
lm_smpnet,0.0189991548208007,all,RIDGE,D8
lm_st5,0.0697459300947767,all,RIDGE,D8
lm_word2vec,0.0190997077872267,all,RIDGE,D8
